,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hour_time
222,223,2011-01-10,springer,0,1,13,0,1,1,Mist,8.200000000000001,9.09,40.0,19.0012,4,50,54,Afternoon
223,224,2011-01-10,springer,0,1,14,0,1,1,Mist,8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,Afternoon
224,225,2011-01-10,springer,0,1,15,0,1,1,Mist,8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,Afternoon
225,226,2011-01-10,springer,0,1,16,0,1,1,Clear,8.200000000000001,10.605,40.0,8.9981,4,70,74,Afternoon
226,227,2011-01-10,springer,0,1,17,0,1,1,Clear,8.200000000000001,11.365,40.0,7.0015,4,174,178,Evening
227,228,2011-01-10,springer,0,1,18,0,1,1,Clear,8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,Evening
228,229,2011-01-10,springer,0,1,19,0,1,1,Clear,6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,Evening
229,230,2011-01-10,springer,0,1,20,0,1,1,Clear,6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,Evening
230,231,2011-01-10,springer,0,1,21,0,1,1,Clear,5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,Evening
231,232,2011-01-10,springer,0,1,22,0,1,1,Clear,5.74,7.575,59.0,11.0014,2,22,24,Night
232,233,2011-01-10,springer,0,1,23,0,1,1,Clear,5.74,7.575,59.0,11.0014,0,18,18,Night
233,234,2011-01-11,springer,0,1,0,0,2,1,Clear,5.74,8.334999999999999,59.0,7.0015,2,10,12,Afternoon
234,235,2011-01-11,springer,0,1,1,0,2,1,Clear,5.74,7.575,59.0,11.0014,0,3,3,Afternoon
235,236,2011-01-11,springer,0,1,2,0,2,1,Mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,Afternoon
236,237,2011-01-11,springer,0,1,5,0,2,1,Mist,6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,Morning
237,238,2011-01-11,springer,0,1,6,0,2,1,Mist,6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,Morning
238,239,2011-01-11,springer,0,1,7,0,2,1,Mist,6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,Morning
239,240,2011-01-11,springer,0,1,8,0,2,1,Mist,7.38,10.605,51.0,6.0032,3,214,217,Morning
240,241,2011-01-11,springer,0,1,9,0,2,1,Mist,7.38,9.85,51.0,11.0014,3,127,130,Morning
241,242,2011-01-11,springer,0,1,10,0,2,1,Mist,8.200000000000001,10.605,51.0,11.0014,3,51,54,Morning
242,243,2011-01-11,springer,0,1,11,0,2,1,Mist,8.200000000000001,10.605,47.0,8.9981,4,31,35,Morning
243,244,2011-01-11,springer,0,1,12,0,2,1,Mist,8.200000000000001,11.365,51.0,7.0015,2,55,57,Morning
244,245,2011-01-11,springer,0,1,13,0,2,1,Mist,8.200000000000001,11.365,59.0,6.0032,6,46,52,Afternoon
245,246,2011-01-11,springer,0,1,14,0,2,1,Mist,8.200000000000001,11.365,59.0,6.0032,3,60,63,Afternoon
246,247,2011-01-11,springer,0,1,15,0,2,1,Mist,6.5600000000000005,9.85,80.0,6.0032,2,45,47,Afternoon
247,248,2011-01-11,springer,0,1,16,0,2,1,Mist,6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,Afternoon
248,249,2011-01-11,springer,0,1,17,0,2,1,Mist,6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,Evening
249,250,2011-01-11,springer,0,1,18,0,2,1,Light Snow,6.5600000000000005,9.09,93.0,7.0015,1,94,95,Evening
250,251,2011-01-11,springer,0,1,19,0,2,1,Light Snow,6.5600000000000005,11.365,93.0,0.0,0,51,51,Evening
251,252,2011-01-11,springer,0,1,20,0,2,1,Light Snow,6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,Evening
252,253,2011-01-11,springer,0,1,21,0,2,1,Light Snow,6.5600000000000005,9.85,86.0,6.0032,0,20,20,Evening
253,254,2011-01-11,springer,0,1,22,0,2,1,Light Snow,6.5600000000000005,9.09,93.0,7.0015,1,28,29,Night
254,255,2011-01-11,springer,0,1,23,0,2,1,Light Snow,6.5600000000000005,9.85,93.0,6.0032,1,18,19,Night
255,256,2011-01-12,springer,0,1,0,0,3,1,Mist,6.5600000000000005,9.85,86.0,6.0032,0,7,7,Afternoon
256,257,2011-01-12,springer,0,1,1,0,3,1,Mist,6.5600000000000005,9.09,86.0,7.0015,0,6,6,Afternoon
257,258,2011-01-12,springer,0,1,2,0,3,1,Clear,5.74,7.575,86.0,8.9981,0,1,1,Afternoon
258,259,2011-01-12,springer,0,1,5,0,3,1,Clear,5.74,7.575,86.0,11.0014,0,5,5,Morning
259,260,2011-01-12,springer,0,1,6,0,3,1,Clear,4.92,7.575,93.0,8.9981,0,16,16,Morning
260,261,2011-01-12,springer,0,1,7,0,3,1,Clear,5.74,7.575,69.0,8.9981,0,54,54,Morning
261,262,2011-01-12,springer,0,1,8,0,3,1,Clear,6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,Morning
262,263,2011-01-12,springer,0,1,9,0,3,1,Clear,6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,Morning
263,264,2011-01-12,springer,0,1,10,0,3,1,Clear,7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,Morning
264,265,2011-01-12,springer,0,1,11,0,3,1,Clear,8.200000000000001,9.09,51.0,26.0027,3,32,35,Morning
265,266,2011-01-12,springer,0,1,12,0,3,1,Clear,8.200000000000001,7.575,47.0,39.000699999999995,3,52,55,Morning
266,267,2011-01-12,springer,0,1,13,0,3,1,Clear,9.02,9.85,44.0,23.9994,0,49,49,Afternoon
267,268,2011-01-12,springer,0,1,14,0,3,1,Clear,8.200000000000001,9.09,47.0,22.0028,0,44,44,Afternoon
268,269,2011-01-12,springer,0,1,15,0,3,1,Clear,8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,Afternoon
269,270,2011-01-12,springer,0,1,16,0,3,1,Clear,9.02,9.85,44.0,22.0028,5,63,68,Afternoon
270,271,2011-01-12,springer,0,1,17,0,3,1,Clear,8.200000000000001,9.09,47.0,23.9994,0,139,139,Evening
271,272,2011-01-12,springer,0,1,18,0,3,1,Clear,8.200000000000001,7.575,47.0,35.0008,2,135,137,Evening
272,273,2011-01-12,springer,0,1,19,0,3,1,Clear,7.38,7.575,47.0,27.999299999999998,1,82,83,Evening
273,274,2011-01-12,springer,0,1,20,0,3,1,Clear,6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,Evening
274,275,2011-01-12,springer,0,1,21,0,3,1,Clear,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,Evening
275,276,2011-01-12,springer,0,1,22,0,3,1,Clear,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,Night
276,277,2011-01-12,springer,0,1,23,0,3,1,Clear,5.74,5.305,59.0,27.999299999999998,1,19,20,Night
277,278,2011-01-13,springer,0,1,0,0,4,1,Clear,5.74,6.0600000000000005,59.0,19.0012,1,6,7,Afternoon
278,279,2011-01-13,springer,0,1,1,0,4,1,Clear,5.74,6.0600000000000005,50.0,19.0012,0,2,2,Afternoon
279,280,2011-01-13,springer,0,1,2,0,4,1,Clear,5.74,6.0600000000000005,50.0,23.9994,0,2,2,Afternoon
280,281,2011-01-13,springer,0,1,3,0,4,1,Clear,5.74,6.0600000000000005,50.0,22.0028,0,3,3,Afternoon
281,282,2011-01-13,springer,0,1,4,0,4,1,Clear,5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,Afternoon
282,283,2011-01-13,springer,0,1,5,0,4,1,Clear,5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,Morning
283,284,2011-01-13,springer,0,1,6,0,4,1,Clear,4.92,7.575,54.0,8.9981,0,28,28,Morning
284,285,2011-01-13,springer,0,1,7,0,4,1,Clear,4.92,7.575,54.0,8.9981,0,72,72,Morning
285,286,2011-01-13,springer,0,1,8,0,4,1,Clear,5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,Morning
286,287,2011-01-13,springer,0,1,9,0,4,1,Clear,5.74,6.0600000000000005,50.0,22.0028,2,137,139,Morning
287,288,2011-01-13,springer,0,1,10,0,4,1,Mist,6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,Morning
288,289,2011-01-13,springer,0,1,11,0,4,1,Mist,8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,Morning
289,290,2011-01-13,springer,0,1,12,0,4,1,Clear,8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,Morning
290,291,2011-01-13,springer,0,1,13,0,4,1,Clear,9.02,9.85,41.0,30.002599999999997,2,81,83,Afternoon
291,292,2011-01-13,springer,0,1,14,0,4,1,Clear,9.02,9.85,41.0,26.0027,3,39,42,Afternoon
292,293,2011-01-13,springer,0,1,15,0,4,1,Clear,9.84,10.605,38.0,19.999499999999998,5,55,60,Afternoon
293,294,2011-01-13,springer,0,1,16,0,4,1,Clear,9.84,10.605,38.0,23.9994,2,76,78,Afternoon
294,295,2011-01-13,springer,0,1,17,0,4,1,Clear,8.200000000000001,9.09,40.0,19.0012,4,158,162,Evening
295,296,2011-01-13,springer,0,1,18,0,4,1,Clear,8.200000000000001,9.09,40.0,22.0028,3,141,144,Evening
296,297,2011-01-13,springer,0,1,19,0,4,1,Clear,6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,Evening
297,298,2011-01-13,springer,0,1,20,0,4,1,Clear,6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,Evening
298,299,2011-01-13,springer,0,1,21,0,4,1,Clear,5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,Evening
299,300,2011-01-13,springer,0,1,22,0,4,1,Clear,5.74,6.0600000000000005,46.0,22.0028,0,30,30,Night
300,301,2011-01-13,springer,0,1,23,0,4,1,Clear,4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,Night
301,302,2011-01-14,springer,0,1,0,0,5,1,Clear,4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,Afternoon
302,303,2011-01-14,springer,0,1,1,0,5,1,Clear,4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,Afternoon
303,304,2011-01-14,springer,0,1,2,0,5,1,Clear,4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,Afternoon
304,305,2011-01-14,springer,0,1,3,0,5,1,Clear,4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,Afternoon
305,306,2011-01-14,springer,0,1,5,0,5,1,Clear,4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,Morning
306,307,2011-01-14,springer,0,1,6,0,5,1,Clear,4.1000000000000005,9.09,54.0,0.0,0,17,17,Morning
307,308,2011-01-14,springer,0,1,7,0,5,1,Clear,4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,Morning
308,309,2011-01-14,springer,0,1,8,0,5,1,Clear,4.92,8.334999999999999,68.0,0.0,2,156,158,Morning
309,310,2011-01-14,springer,0,1,9,0,5,1,Clear,5.74,7.575,69.0,8.9981,0,117,117,Morning
310,311,2011-01-14,springer,0,1,10,0,5,1,Clear,7.38,9.09,55.00000000000001,12.998000000000001,4,40,44,Morning
311,312,2011-01-14,springer,0,1,11,0,5,1,Clear,7.38,8.334999999999999,51.0,19.0012,6,47,53,Morning
312,313,2011-01-14,springer,0,1,12,0,5,1,Clear,8.200000000000001,9.85,44.0,16.997899999999998,2,59,61,Morning
313,314,2011-01-14,springer,0,1,13,0,5,1,Clear,9.02,9.85,37.0,26.0027,4,73,77,Afternoon
314,315,2011-01-14,springer,0,1,14,0,5,1,Clear,9.02,10.605,41.0,19.0012,5,59,64,Afternoon
315,316,2011-01-14,springer,0,1,15,0,5,1,Clear,9.84,12.120000000000001,38.0,11.0014,9,59,68,Afternoon
316,317,2011-01-14,springer,0,1,16,0,5,1,Clear,9.02,12.120000000000001,41.0,7.0015,3,87,90,Afternoon
317,318,2011-01-14,springer,0,1,17,0,5,1,Clear,9.02,11.365,41.0,11.0014,4,155,159,Evening
318,319,2011-01-14,springer,0,1,18,0,5,1,Clear,8.200000000000001,12.879999999999999,47.0,0.0,5,134,139,Evening
319,320,2011-01-14,springer,0,1,19,0,5,1,Clear,6.5600000000000005,9.85,59.0,6.0032,3,89,92,Evening
320,321,2011-01-14,springer,0,1,20,0,5,1,Clear,7.38,12.120000000000001,59.0,0.0,0,68,68,Evening
321,322,2011-01-14,springer,0,1,21,0,5,1,Clear,6.5600000000000005,11.365,69.0,0.0,4,48,52,Evening
322,323,2011-01-14,springer,0,1,22,0,5,1,Mist,6.5600000000000005,11.365,69.0,0.0,2,34,36,Night
323,324,2011-01-14,springer,0,1,23,0,5,1,Mist,7.38,12.120000000000001,55.00000000000001,0.0,1,26,27,Night
324,325,2011-01-15,springer,0,1,0,0,6,0,Clear,7.38,12.120000000000001,55.00000000000001,0.0,3,25,28,Afternoon
325,326,2011-01-15,springer,0,1,1,0,6,0,Mist,6.5600000000000005,9.85,59.0,6.0032,2,18,20,Afternoon
326,327,2011-01-15,springer,0,1,2,0,6,0,Mist,6.5600000000000005,9.85,59.0,6.0032,0,12,12,Afternoon
327,328,2011-01-15,springer,0,1,3,0,6,0,Mist,6.5600000000000005,11.365,59.0,0.0,1,7,8,Afternoon
328,329,2011-01-15,springer,0,1,4,0,6,0,Mist,6.5600000000000005,11.365,59.0,0.0,0,5,5,Afternoon
329,330,2011-01-15,springer,0,1,5,0,6,0,Clear,6.5600000000000005,11.365,59.0,0.0,0,1,1,Morning
330,331,2011-01-15,springer,0,1,6,0,6,0,Clear,5.74,8.334999999999999,63.0,7.0015,1,2,3,Morning
331,332,2011-01-15,springer,0,1,7,0,6,0,Clear,5.74,10.605,63.0,0.0,1,9,10,Morning
332,333,2011-01-15,springer,0,1,8,0,6,0,Clear,5.74,7.575,63.0,8.9981,1,22,23,Morning
333,334,2011-01-15,springer,0,1,9,0,6,0,Clear,6.5600000000000005,9.09,64.0,8.9981,2,31,33,Morning
334,335,2011-01-15,springer,0,1,10,0,6,0,Clear,7.38,9.85,59.0,11.0014,2,57,59,Morning
335,336,2011-01-15,springer,0,1,11,0,6,0,Clear,8.200000000000001,9.85,55.00000000000001,15.001299999999999,18,54,72,Morning
336,337,2011-01-15,springer,0,1,12,0,6,0,Clear,9.84,11.365,48.0,15.001299999999999,15,74,89,Morning
337,338,2011-01-15,springer,0,1,13,0,6,0,Clear,11.48,12.879999999999999,38.0,19.999499999999998,21,80,101,Afternoon
338,339,2011-01-15,springer,0,1,14,0,6,0,Clear,12.299999999999999,14.395,39.0,19.0012,26,92,118,Afternoon
339,340,2011-01-15,springer,0,1,15,0,6,0,Mist,13.120000000000001,15.909999999999998,36.0,12.998000000000001,21,108,129,Afternoon
340,341,2011-01-15,springer,0,1,16,0,6,0,Mist,13.940000000000001,16.665,34.0,12.998000000000001,33,95,128,Afternoon
341,342,2011-01-15,springer,0,1,17,0,6,0,Mist,13.120000000000001,15.15,36.0,19.0012,29,54,83,Evening
342,343,2011-01-15,springer,0,1,18,0,6,0,Mist,12.299999999999999,14.395,45.0,16.997899999999998,15,69,84,Evening
343,344,2011-01-15,springer,0,1,19,0,6,0,Mist,13.120000000000001,15.15,39.0,16.997899999999998,14,60,74,Evening
344,345,2011-01-15,springer,0,1,20,0,6,0,Mist,13.120000000000001,15.15,39.0,16.997899999999998,6,35,41,Evening
345,346,2011-01-15,springer,0,1,21,0,6,0,Mist,13.120000000000001,15.15,39.0,15.001299999999999,6,51,57,Evening
346,347,2011-01-15,springer,0,1,22,0,6,0,Mist,12.299999999999999,15.909999999999998,42.0,7.0015,0,26,26,Night
347,348,2011-01-15,springer,0,1,23,0,6,0,Clear,12.299999999999999,14.395,45.0,19.0012,5,39,44,Night
348,349,2011-01-16,springer,0,1,0,0,0,0,Clear,10.66,15.15,56.00000000000001,0.0,6,33,39,Afternoon
349,350,2011-01-16,springer,0,1,1,0,0,0,Clear,10.66,13.635,56.00000000000001,8.9981,4,19,23,Afternoon
350,351,2011-01-16,springer,0,1,2,0,0,0,Clear,10.66,14.395,56.00000000000001,6.0032,3,13,16,Afternoon
351,352,2011-01-16,springer,0,1,3,0,0,0,Clear,9.02,13.635,69.0,0.0,9,6,15,Afternoon
352,353,2011-01-16,springer,0,1,4,0,0,0,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,Afternoon
353,354,2011-01-16,springer,0,1,5,0,0,0,Mist,10.66,12.879999999999999,56.00000000000001,11.0014,1,1,2,Morning
354,355,2011-01-16,springer,0,1,6,0,0,0,Mist,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,Morning
355,356,2011-01-16,springer,0,1,7,0,0,0,Mist,9.84,10.605,56.00000000000001,19.999499999999998,0,3,3,Morning
356,357,2011-01-16,springer,0,1,8,0,0,0,Clear,9.02,10.605,55.00000000000001,19.0012,0,18,18,Morning
357,358,2011-01-16,springer,0,1,9,0,0,0,Clear,9.02,10.605,51.0,16.997899999999998,3,29,32,Morning
358,359,2011-01-16,springer,0,1,10,0,0,0,Clear,9.02,10.605,51.0,19.0012,8,71,79,Morning
359,360,2011-01-16,springer,0,1,11,0,0,0,Clear,9.84,11.365,44.0,16.997899999999998,23,70,93,Morning
360,361,2011-01-16,springer,0,1,12,0,0,0,Clear,9.84,10.605,41.0,19.0012,29,75,104,Morning
361,362,2011-01-16,springer,0,1,13,0,0,0,Clear,10.66,11.365,35.0,19.999499999999998,23,95,118,Afternoon
362,363,2011-01-16,springer,0,1,14,0,0,0,Clear,11.48,13.635,36.0,16.997899999999998,22,69,91,Afternoon
363,364,2011-01-16,springer,0,1,15,0,0,0,Clear,10.66,12.120000000000001,38.0,16.997899999999998,35,78,113,Afternoon
364,365,2011-01-16,springer,0,1,16,0,0,0,Clear,9.84,11.365,38.0,15.001299999999999,22,77,99,Afternoon
365,366,2011-01-16,springer,0,1,17,0,0,0,Clear,9.02,10.605,37.0,16.997899999999998,23,82,105,Evening
366,367,2011-01-16,springer,0,1,18,0,0,0,Clear,8.200000000000001,10.605,40.0,11.0014,11,56,67,Evening
367,368,2011-01-16,springer,0,1,19,0,0,0,Clear,7.38,9.85,47.0,8.9981,14,47,61,Evening
368,369,2011-01-16,springer,0,1,20,0,0,0,Clear,7.38,9.85,47.0,11.0014,7,50,57,Evening
369,370,2011-01-16,springer,0,1,21,0,0,0,Clear,7.38,9.85,51.0,11.0014,6,22,28,Evening
370,371,2011-01-16,springer,0,1,22,0,0,0,Mist,8.200000000000001,10.605,49.0,8.9981,2,19,21,Night
371,372,2011-01-16,springer,0,1,23,0,0,0,Mist,8.200000000000001,11.365,40.0,7.0015,0,18,18,Night
372,373,2011-01-17,springer,0,1,0,1,1,0,Mist,8.200000000000001,9.85,47.0,15.001299999999999,1,16,17,Afternoon
373,374,2011-01-17,springer,0,1,1,1,1,0,Mist,8.200000000000001,9.85,44.0,12.998000000000001,1,15,16,Afternoon
374,375,2011-01-17,springer,0,1,2,1,1,0,Mist,7.38,8.334999999999999,43.0,16.997899999999998,0,8,8,Afternoon
375,376,2011-01-17,springer,0,1,3,1,1,0,Mist,7.38,9.09,43.0,12.998000000000001,0,2,2,Afternoon
376,377,2011-01-17,springer,0,1,4,1,1,0,Mist,7.38,9.85,43.0,8.9981,1,2,3,Afternoon
377,378,2011-01-17,springer,0,1,5,1,1,0,Mist,7.38,9.85,43.0,11.0014,0,1,1,Morning
378,379,2011-01-17,springer,0,1,6,1,1,0,Mist,7.38,9.09,43.0,12.998000000000001,0,5,5,Morning
379,380,2011-01-17,springer,0,1,7,1,1,0,Mist,6.5600000000000005,9.09,50.0,8.9981,4,9,13,Morning
380,381,2011-01-17,springer,0,1,8,1,1,0,Mist,6.5600000000000005,7.575,47.0,15.001299999999999,3,30,33,Morning
381,382,2011-01-17,springer,0,1,9,1,1,0,Mist,6.5600000000000005,7.575,47.0,15.001299999999999,8,39,47,Morning
382,383,2011-01-17,springer,0,1,10,1,1,0,Mist,6.5600000000000005,7.575,50.0,16.997899999999998,7,50,57,Morning
383,384,2011-01-17,springer,0,1,11,1,1,0,Mist,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,9,55,64,Morning
384,385,2011-01-17,springer,0,1,12,1,1,0,Mist,7.38,9.85,47.0,8.9981,10,70,80,Morning
385,386,2011-01-17,springer,0,1,13,1,1,0,Mist,7.38,9.85,47.0,8.9981,13,80,93,Afternoon
386,387,2011-01-17,springer,0,1,14,1,1,0,Mist,7.38,10.605,43.0,7.0015,12,74,86,Afternoon
387,388,2011-01-17,springer,0,1,15,1,1,0,Mist,8.200000000000001,10.605,47.0,11.0014,21,72,93,Afternoon
388,389,2011-01-17,springer,0,1,16,1,1,0,Mist,8.200000000000001,10.605,47.0,11.0014,6,76,82,Afternoon
389,390,2011-01-17,springer,0,1,17,1,1,0,Clear,8.200000000000001,9.85,51.0,12.998000000000001,4,67,71,Evening
390,391,2011-01-17,springer,0,1,18,1,1,0,Mist,7.38,8.334999999999999,55.00000000000001,16.997899999999998,7,85,92,Evening
391,392,2011-01-17,springer,0,1,19,1,1,0,Light Snow,7.38,9.09,59.0,12.998000000000001,2,58,60,Evening
392,393,2011-01-17,springer,0,1,20,1,1,0,Light Snow,6.5600000000000005,7.575,80.0,12.998000000000001,4,29,33,Evening
393,394,2011-01-17,springer,0,1,21,1,1,0,Light Snow,6.5600000000000005,7.575,80.0,12.998000000000001,3,24,27,Evening
394,395,2011-01-17,springer,0,1,22,1,1,0,Light Snow,5.74,6.0600000000000005,93.0,16.997899999999998,0,13,13,Night
395,396,2011-01-17,springer,0,1,23,1,1,0,Light Snow,6.5600000000000005,6.819999999999999,86.0,19.0012,1,3,4,Night
396,397,2011-01-18,springer,0,1,12,0,2,1,Mist,8.200000000000001,9.09,86.0,22.0028,0,3,3,Morning
397,398,2011-01-18,springer,0,1,13,0,2,1,Mist,8.200000000000001,9.85,86.0,15.001299999999999,0,22,22,Afternoon
398,399,2011-01-18,springer,0,1,14,0,2,1,Mist,9.02,11.365,80.0,11.0014,2,26,28,Afternoon
399,400,2011-01-18,springer,0,1,15,0,2,1,Mist,9.02,11.365,87.0,11.0014,3,32,35,Afternoon
400,401,2011-01-18,springer,0,1,16,0,2,1,Mist,9.02,11.365,87.0,12.998000000000001,0,61,61,Afternoon
401,402,2011-01-18,springer,0,1,17,0,2,1,Mist,9.02,11.365,82.0,12.998000000000001,1,124,125,Evening
402,403,2011-01-18,springer,0,1,18,0,2,1,Mist,9.02,11.365,80.0,11.0014,1,132,133,Evening
403,404,2011-01-18,springer,0,1,19,0,2,1,Mist,9.02,11.365,80.0,8.9981,1,98,99,Evening
404,405,2011-01-18,springer,0,1,20,0,2,1,Mist,9.02,13.635,87.0,0.0,0,83,83,Evening
405,406,2011-01-18,springer,0,1,21,0,2,1,Mist,9.02,12.120000000000001,93.0,7.0015,0,41,41,Evening
406,407,2011-01-18,springer,0,1,22,0,2,1,Mist,9.02,12.879999999999999,93.0,6.0032,0,33,33,Night
407,408,2011-01-18,springer,0,1,23,0,2,1,Mist,9.02,13.635,93.0,0.0,1,19,20,Night
408,409,2011-01-19,springer,0,1,0,0,3,1,Mist,9.02,13.635,93.0,0.0,0,3,3,Afternoon
409,410,2011-01-19,springer,0,1,1,0,3,1,Light Snow,9.02,11.365,93.0,8.9981,1,6,7,Afternoon
410,411,2011-01-19,springer,0,1,2,0,3,1,Light Snow,9.02,11.365,93.0,8.9981,0,3,3,Afternoon
411,412,2011-01-19,springer,0,1,4,0,3,1,Light Snow,9.02,11.365,93.0,8.9981,1,1,2,Afternoon
412,413,2011-01-19,springer,0,1,5,0,3,1,Mist,9.02,12.879999999999999,93.0,6.0032,0,7,7,Morning
413,414,2011-01-19,springer,0,1,6,0,3,1,Mist,9.02,12.879999999999999,93.0,6.0032,0,32,32,Morning
414,415,2011-01-19,springer,0,1,7,0,3,1,Mist,9.84,12.879999999999999,92.0,7.0015,1,89,90,Morning
415,416,2011-01-19,springer,0,1,8,0,3,1,Mist,9.84,12.879999999999999,93.0,7.0015,1,196,197,Morning
416,417,2011-01-19,springer,0,1,9,0,3,1,Mist,9.84,12.879999999999999,93.0,7.0015,2,107,109,Morning
417,418,2011-01-19,springer,0,1,10,0,3,1,Mist,10.66,13.635,93.0,8.9981,1,46,47,Morning
418,419,2011-01-19,springer,0,1,11,0,3,1,Mist,11.48,15.15,87.0,6.0032,5,47,52,Morning
419,420,2011-01-19,springer,0,1,12,0,3,1,Mist,12.299999999999999,15.909999999999998,81.0,6.0032,5,65,70,Morning
420,421,2011-01-19,springer,0,1,13,0,3,1,Clear,16.400000000000002,20.455000000000002,62.0,19.0012,11,67,78,Afternoon
421,422,2011-01-19,springer,0,1,14,0,3,1,Clear,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,7,68,75,Afternoon
422,423,2011-01-19,springer,0,1,15,0,3,1,Clear,16.400000000000002,20.455000000000002,54.0,19.0012,4,78,82,Afternoon
423,424,2011-01-19,springer,0,1,16,0,3,1,Clear,15.58,19.695,57.99999999999999,26.0027,10,94,104,Afternoon
424,425,2011-01-19,springer,0,1,17,0,3,1,Clear,14.76,16.665,56.99999999999999,22.0028,7,190,197,Evening
425,426,2011-01-19,springer,0,1,18,0,3,1,Clear,13.940000000000001,15.909999999999998,61.0,19.0012,5,156,161,Evening
426,427,2011-01-19,springer,0,1,19,0,3,1,Clear,13.120000000000001,14.395,56.99999999999999,27.999299999999998,4,108,112,Evening
427,428,2011-01-19,springer,0,1,20,0,3,1,Clear,13.120000000000001,15.15,49.0,19.999499999999998,2,74,76,Evening
428,429,2011-01-19,springer,0,1,21,0,3,1,Clear,13.120000000000001,14.395,49.0,27.999299999999998,4,55,59,Evening
429,430,2011-01-19,springer,0,1,22,0,3,1,Clear,12.299999999999999,15.15,52.0,11.0014,6,53,59,Night
430,431,2011-01-19,springer,0,1,23,0,3,1,Clear,12.299999999999999,13.635,52.0,31.0009,1,27,28,Night
431,432,2011-01-20,springer,0,1,0,0,4,1,Clear,10.66,11.365,56.00000000000001,26.0027,5,8,13,Afternoon
432,433,2011-01-20,springer,0,1,1,0,4,1,Clear,10.66,13.635,56.00000000000001,0.0,2,3,5,Afternoon
433,434,2011-01-20,springer,0,1,2,0,4,1,Clear,10.66,13.635,56.00000000000001,0.0,0,2,2,Afternoon
434,435,2011-01-20,springer,0,1,3,0,4,1,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,Afternoon
435,436,2011-01-20,springer,0,1,4,0,4,1,Clear,10.66,12.879999999999999,56.00000000000001,11.0014,0,1,1,Afternoon
436,437,2011-01-20,springer,0,1,5,0,4,1,Clear,9.84,11.365,60.0,15.001299999999999,0,6,6,Morning
437,438,2011-01-20,springer,0,1,6,0,4,1,Clear,9.02,10.605,60.0,15.001299999999999,0,35,35,Morning
438,439,2011-01-20,springer,0,1,7,0,4,1,Clear,9.02,10.605,55.00000000000001,15.001299999999999,1,100,101,Morning
439,440,2011-01-20,springer,0,1,8,0,4,1,Clear,9.02,10.605,55.00000000000001,19.0012,2,247,249,Morning
440,441,2011-01-20,springer,0,1,9,0,4,1,Mist,9.84,11.365,52.0,15.001299999999999,3,140,143,Morning
441,442,2011-01-20,springer,0,1,10,0,4,1,Clear,10.66,11.365,48.0,19.999499999999998,1,56,57,Morning
